Date,Open,High,Low,Close,Volume,item_id
2022-03-21 09:30:00,345.260009765625,346.29998779296875,340.5,340.79998779296875,443975,GS
2022-03-21 10:30:00,340.82000732421875,342.32501220703125,340.0299987792969,340.9200134277344,274989,GS
2022-03-21 11:30:00,340.94000244140625,342.7300109863281,339.94000244140625,342.3299865722656,203062,GS
2022-03-21 12:30:00,342.4200134277344,342.4200134277344,338.1499938964844,338.6300048828125,226454,GS
2022-03-21 13:30:00,338.6400146484375,340.0,338.45001220703125,339.8489990234375,193307,GS
2022-03-21 14:30:00,339.79998779296875,339.9150085449219,337.1499938964844,339.010009765625,411760,GS
2022-03-21 15:30:00,339.0199890136719,339.20989990234375,337.3299865722656,339.0299987792969,447435,GS
2022-03-22 09:30:00,342.20001220703125,346.239990234375,340.1199951171875,344.5249938964844,537451,GS
2022-03-22 10:30:00,344.5899963378906,345.409912109375,342.6969909667969,343.010009765625,212845,GS
2022-03-22 11:30:00,342.8900146484375,343.1700134277344,341.260009765625,341.8052978515625,203350,GS
2022-03-22 12:30:00,341.5899963378906,343.17999267578125,341.3699951171875,342.5400085449219,154924,GS
2022-03-22 13:30:00,342.70001220703125,343.7300109863281,342.32000732421875,342.7900085449219,195646,GS
2022-03-22 14:30:00,342.74029541015625,343.4949951171875,342.0400085449219,342.4100036621094,210341,GS
2022-03-22 15:30:00,342.4649963378906,343.75,342.1499938964844,343.05999755859375,378603,GS
2022-03-23 09:30:00,340.0,340.8299865722656,338.4100036621094,339.9800109863281,341689,GS
2022-03-23 10:30:00,339.92999267578125,340.17999267578125,338.2200012207031,338.7900085449219,220660,GS
2022-03-23 11:30:00,338.8800048828125,338.8800048828125,337.1499938964844,337.5555114746094,176169,GS
2022-03-23 12:30:00,337.5899963378906,337.8999938964844,336.17999267578125,336.42999267578125,223378,GS
2022-03-23 13:30:00,336.3500061035156,336.92999267578125,335.1300048828125,336.92999267578125,218705,GS
2022-03-23 14:30:00,336.8399963378906,337.07000732421875,335.9700012207031,336.7149963378906,208775,GS
2022-03-23 15:30:00,336.6400146484375,336.864990234375,335.2799987792969,335.6000061035156,325257,GS
2022-03-24 09:30:00,336.44000244140625,337.5,334.29998779296875,336.3299865722656,327138,GS
2022-03-24 10:30:00,336.260009765625,337.3699951171875,335.3599853515625,336.260009765625,249870,GS
2022-03-24 11:30:00,336.32000732421875,337.1700134277344,334.9599914550781,335.2699890136719,200361,GS
2022-03-24 12:30:00,335.239990234375,336.489990234375,334.9100036621094,336.4700012207031,274163,GS
2022-03-24 13:30:00,336.4800109863281,336.9700012207031,335.4731140136719,335.8550109863281,131985,GS
2022-03-24 14:30:00,335.8504943847656,336.5,335.2099914550781,336.3699951171875,169220,GS
2022-03-24 15:30:00,336.45001220703125,336.635009765625,336.0799865722656,336.19000244140625,311388,GS
2022-03-25 09:30:00,337.42999267578125,339.8384094238281,336.9200134277344,339.639892578125,277142,GS
2022-03-25 10:30:00,339.6300048828125,341.8299865722656,337.72540283203125,337.92999267578125,255612,GS
2022-03-25 11:30:00,338.0,339.5199890136719,337.94500732421875,338.4599914550781,128969,GS
2022-03-25 12:30:00,338.2699890136719,338.30999755859375,336.4700012207031,336.8699951171875,137318,GS
2022-03-25 13:30:00,336.80999755859375,337.5899963378906,336.7799987792969,336.94000244140625,134063,GS
2022-03-25 14:30:00,337.0,337.2099914550781,335.4800109863281,335.5799865722656,170655,GS
2022-03-25 15:30:00,335.54998779296875,337.6099853515625,335.489990234375,337.489990234375,281873,GS
2022-03-28 09:30:00,338.1499938964844,338.5,332.2799987792969,334.760009765625,470055,GS
2022-03-28 10:30:00,334.760009765625,334.88031005859375,332.8599853515625,333.5299987792969,244510,GS
2022-03-28 11:30:00,333.69000244140625,333.760009765625,331.510009765625,331.7995910644531,242741,GS
2022-03-28 12:30:00,331.7900085449219,333.3299865722656,331.7300109863281,333.1300048828125,132330,GS
2022-03-28 13:30:00,333.19000244140625,333.6300048828125,332.7099914550781,332.8699951171875,136386,GS
2022-03-28 14:30:00,332.8800048828125,334.6600036621094,332.57000732421875,334.57000732421875,238280,GS
2022-03-28 15:30:00,334.6000061035156,335.44500732421875,334.30499267578125,335.2799987792969,461998,GS
2022-03-29 09:30:00,342.2200012207031,344.0,338.69000244140625,340.760009765625,602295,GS
2022-03-29 10:30:00,340.7699890136719,342.6400146484375,340.17999267578125,341.8699951171875,289915,GS
2022-03-29 11:30:00,341.80999755859375,342.010009765625,337.92999267578125,338.0849914550781,238144,GS
2022-03-29 12:30:00,338.05999755859375,338.2099914550781,336.7300109863281,337.8900146484375,214031,GS
