Date,Open,High,Low,Close,Volume,item_id
2022-03-21 09:30:00,226.02569580078125,228.4600067138672,223.35000610351562,224.13999938964844,585123,TGT
2022-03-21 10:30:00,224.16000366210938,224.67999267578125,223.24000549316406,224.0800018310547,320292,TGT
2022-03-21 11:30:00,224.0800018310547,224.1300048828125,223.1999969482422,223.5377960205078,214043,TGT
2022-03-21 12:30:00,223.5399932861328,223.5399932861328,221.3166046142578,221.80999755859375,278355,TGT
2022-03-21 13:30:00,221.8300018310547,222.61000061035156,221.64999389648438,222.5,357738,TGT
2022-03-21 14:30:00,222.52999877929688,222.6199951171875,221.36000061035156,222.25,332707,TGT
2022-03-21 15:30:00,222.27999877929688,223.1699981689453,221.91099548339844,222.99000549316406,403301,TGT
2022-03-22 09:30:00,224.0399932861328,224.6300048828125,222.64999389648438,223.07000732421875,338796,TGT
2022-03-22 10:30:00,223.05999755859375,223.67660522460938,222.19000244140625,223.23500061035156,287841,TGT
2022-03-22 11:30:00,223.2899932861328,223.2899932861328,222.22999572753906,222.30999755859375,266668,TGT
2022-03-22 12:30:00,222.25,223.0800018310547,221.75,222.42999267578125,232250,TGT
2022-03-22 13:30:00,222.4250030517578,222.58999633789062,221.9199981689453,222.13999938964844,209614,TGT
2022-03-22 14:30:00,222.16000366210938,222.8249969482422,222.00999450683594,222.5500030517578,292734,TGT
2022-03-22 15:30:00,222.55999755859375,223.24000549316406,222.24000549316406,222.77999877929688,385143,TGT
2022-03-23 09:30:00,222.27000427246094,222.72999572753906,218.44000244140625,218.91000366210938,501814,TGT
2022-03-23 10:30:00,219.00999450683594,219.4199981689453,218.15499877929688,219.0800018310547,292988,TGT
2022-03-23 11:30:00,219.10000610351562,219.22999572753906,217.5500030517578,217.74000549316406,395911,TGT
2022-03-23 12:30:00,217.75,217.86000061035156,216.58999633789062,216.64500427246094,282845,TGT
2022-03-23 13:30:00,216.6300048828125,217.7449951171875,216.47999572753906,217.2100067138672,228488,TGT
