timestamp,Close,MA_3,MA_7,Close_Lag_1,Close_Lag_2
2022-03-18 15:30:00-04:00,0.2926290480126231,0.2906578656992408,0.28396265502601553,0.29400181746782217,0.2853427316172771
2022-03-21 09:30:00-04:00,0.2873124017369436,0.2913144224057963,0.28590578614596984,0.2926290480126231,0.29400181746782217
2022-03-21 10:30:00-04:00,0.3082347737451038,0.29605874116489017,0.2904184206257283,0.2873124017369436,0.2926290480126231
2022-03-21 11:30:00-04:00,0.3050766327793507,0.3002079360871327,0.29364104585207634,0.3082347737451038,0.2873124017369436
2022-03-21 12:30:00-04:00,0.29073513879811796,0.30134884844085746,0.2947617920224626,0.3050766327793507,0.3082347737451038
2022-03-21 13:30:00-04:00,0.29812693070514074,0.29797956742753645,0.29658810617787174,0.29073513879811796,0.3050766327793507
2022-03-21 14:30:00-04:00,0.2982013306359578,0.2956878000464055,0.2971880366304625,0.29812693070514074,0.29073513879811796
2022-03-21 15:30:00-04:00,0.3033299356230782,0.2998860656547256,0.2987167348605276,0.2982013306359578,0.29812693070514074
2022-03-22 09:30:00-04:00,0.3229894368543348,0.3081735677044569,0.303813454163012,0.3033299356230782,0.2982013306359578
2022-03-22 10:30:00-04:00,0.3288241606970458,0.3183811777248196,0.30675479515614656,0.3229894368543348,0.3033299356230782
2022-03-22 11:30:00-04:00,0.32533076638450076,0.32571478797862713,0.30964824281402514,0.3288241606970458,0.3229894368543348
2022-03-22 12:30:00-04:00,0.32837821477025775,0.32751104728393476,0.31502582509575944,0.32533076638450076,0.3288241606970458
2022-03-22 13:30:00-04:00,0.3274275741908229,0.32704551844852714,0.31921163130799973,0.32837821477025775,0.32533076638450076
2022-03-22 14:30:00-04:00,0.3291586201421367,0.32832146970107245,0.3236341012374538,0.3274275741908229,0.32837821477025775
2022-03-22 15:30:00-04:00,0.3289728471441514,0.32851968049237035,0.3272973743118929,0.3291586201421367,0.3274275741908229
2022-03-23 09:30:00-04:00,0.33960160311436305,0.3325776901335504,0.3296705409204684,0.3289728471441514,0.3291586201421367
2022-03-23 10:30:00-04:00,0.3470054169614264,0.338526622406647,0.3322678632439513,0.33960160311436305,0.3289728471441514
2022-03-23 11:30:00-04:00,0.35149402376317906,0.3460336812796562,0.33600547144090537,0.3470054169614264,0.33960160311436305
2022-03-23 12:30:00-04:00,0.350973677905574,0.34982437287672646,0.33923339474595054,0.35149402376317906,0.3470054169614264
2022-03-23 13:30:00-04:00,0.3522373425841784,0.3515683480843104,0.34277764737357275,0.350973677905574,0.35149402376317906
2022-03-23 14:30:00-04:00,0.34696005114995254,0.3500570238799017,0.3453207089461178,0.3522373425841784,0.350973677905574
2022-03-23 15:30:00-04:00,0.3393043436346804,0.34616724578960384,0.3467966370161934,0.34696005114995254,0.3522373425841784
